Data,TempMax,Temp Min,Avg,Td Avg(C),Wilgotność (%),Wiatr kierunek,Wiatr prędkość,Wiatr porywy,Ciśnieni(Hp),opad(mm),snow(cm)
17.04.2008,9.9,5.3,6.8,5.4,92.1,SW,11.3,0,1006.4,6.8,0.0
16.04.2008,14.2,7.6,10.5,3.9,65.9,NNW,12.2,0,1010.2,0.6,0.0
15.04.2008,18.5,6.5,12.3,2.3,53.2,ESE,18.5,43.2,1013.2,0.0,0.0
14.04.2008,19.2,1.2,10.1,1.6,62.6,S,9,0,1014.7,0.0,0.0
13.04.2008,14.1,5.7,8.8,4,72,WNW,21.2,43.2,1010.2,0.0,0.0
12.04.2008,17.4,5.8,10.3,9,94.7,W,15.8,57.6,1001.4,0.8,0.0
11.04.2008,16.2,4.8,10,6.8,79.6,NE,11.7,0,1002.4,0.0,0.0
10.04.2008,17.5,8.3,12.4,8.8,80.8,SSW,15.3,0,997.4,1.2,0.0
09.04.2008,15.8,-3.1,6.7,2.1,73.5,SE,10.8,0,1004.6,0.0,0.0
08.04.2008,9,2.4,5.5,2,80.4,WSW,24.3,57.6,1001,2.6,0.0
07.04.2008,15.5,0,7.4,4.1,82.5,SE,13.5,39.6,1001,1.0,0.0
06.04.2008,9.5,5.9,7.3,5.3,87.8,SE,6.8,0,1002.8,0.0,0.0
05.04.2008,12.1,4.4,7.4,3.8,78.8,NNW,10.4,0,1014.2,0.0,0.0
04.04.2008,12.5,3.1,7.2,5.2,88.3,WNW,17.1,0,1020.1,0.0,0.0
03.04.2008,10.4,4.9,7.1,5.2,88,WNW,6.3,0,1015.7,1.0,0.0
02.04.2008,9.9,2.2,6.3,1.8,74.1,SE,8.6,0,1014.7,0.0,0.0
01.04.2008,13.5,0.9,7.5,-0.4,58.5,ENE,5.7,0,1021.3,0.0,0.0
31.03.2008,14.8,2.9,8.6,0.1,60.1,ESE,17.6,46.8,1021.6,0.0,0.0
30.03.2008,13.3,-1.4,6.5,2.3,77.8,SSE,7.7,0,1023.2,0.2,0.0
29.03.2008,11.7,1.2,5.3,2.6,82.8,SSE,15.8,0,1017.8,4.0,0.0
28.03.2008,11.3,-3.3,3,-2.6,66.9,ESE,10.8,0,1016.4,0.0,0.0
27.03.2008,4.8,-2.3,0.3,-2.4,83.9,WSW,9.9,0,1004.5,2.0,4.0
26.03.2008,3.9,-0.9,1,-2.5,78.9,WSW,20.7,39.6,995.8,0.3,0.0
25.03.2008,4.1,-2.8,0.7,-3.1,77.6,NW,18.5,0,992,0.0,0.0
24.03.2008,2.1,-2.2,0.1,-1.1,91.8,NNE,16.7,0,995,1.0,0.0
23.03.2008,6.3,-1.7,2.1,-1.1,80.2,WSW,13.5,0,993.6,0.0,0.0
22.03.2008,8.3,1.8,4,0.4,79.7,SSW,17.1,0,985.3,1.0,0.0
21.03.2008,4,-3.4,0.1,-1.9,85.5,S,19.4,0,991.9,0.8,0.0
20.03.2008,2.6,-1,0,-2.2,86.1,W,15.8,43.2,1005.8,0.2,0.0
19.03.2008,4.9,-0.3,0.8,-0.9,90.1,W,19.8,50.4,1003.1,1.0,1.0
18.03.2008,3.3,0,1.3,-1.2,85.2,WSW,23.9,54,997.7,0.8,0.0
17.03.2008,5.7,2.4,4.5,3.3,92.5,N,11.7,46.8,997.8,5.0,0.0
16.03.2008,8.8,0.8,4.4,1.3,81.5,SSE,11.3,0,1006,2.0,0.0
15.03.2008,7.4,0.4,3.7,2.2,90.2,W,12.2,0,1008.6,5.8,0.0
14.03.2008,7.5,3.7,5.4,1.1,74.2,W,24.8,57.6,1004.5,0.4,0.0
13.03.2008,8.4,3.9,5.7,2.6,81.5,WSW,29.7,64.8,997,5.0,0.0
12.03.2008,14.4,4.5,8.8,4,74.2,SSW,18,64.8,993.4,1.0,0.0
11.03.2008,13.7,3.1,7.7,3.7,76.1,SE,16.2,0,998.2,0.0,0.0
10.03.2008,11.8,0.7,5.3,2.6,84.7,SE,14,0,1006.9,0.0,0.0
09.03.2008,12,-0.1,5.9,2.2,77.1,SSE,8.6,0,1009.9,0.0,0.0
08.03.2008,10.4,3,6.2,2.8,80.6,ESE,8.6,0,1013.1,0.0,0.0
07.03.2008,6.4,2.2,4.9,2.1,84.3,WSW,17.6,43.2,1015.3,0.4,0.0
06.03.2008,6.7,-2,1.6,-5.8,61.1,WSW,25.2,68.4,1019.8,0.0,0.0
05.03.2008,2.3,-5.5,-0.6,-1.5,94.2,WSW,10.8,0,1017.4,0.4,0.0
04.03.2008,5.5,0.3,3.6,0.4,81.9,W,23,64.8,1004.9,0.8,0.0
03.03.2008,7.9,2.7,5,0.7,73.6,W,26.6,61.2,999.3,0.0,0.0
02.03.2008,6.3,3.9,5.2,1.4,77.7,W,36.9,86.5,987.3,3.0,0.0
01.03.2008,8.5,1.2,5.1,3.8,91.3,SW,23.9,79.3,988.5,9.0,0.0
29.02.2008,8.8,-1.2,4.7,0,72.3,SW,12.2,0,1016.2,0.0,0.0
28.02.2008,8.2,4.4,5.8,0.6,70.2,W,30.2,61.2,1014.2,0.0,0.0
27.02.2008,12,8.1,9.8,4.9,73.2,WSW,22.5,57.6,1005.5,4.2,0.0
26.02.2008,12.6,-0.9,5.3,2.7,82,SSW,14.9,0,1015.3,0.0,0.0
25.02.2008,9.3,0.2,5.7,3.3,86.1,WSW,13.5,61.2,1015.2,1.0,0.0
24.02.2008,12,3.8,7.5,3.2,74.4,W,16.7,0,1019.5,0.0,0.0
23.02.2008,10.5,3.5,7.5,2.1,71,W,34.2,111.7,1012.5,4.0,0.0
22.02.2008,9.8,4.5,7.1,4.9,83.4,WSW,24.3,57.6,1014.7,0.0,0.0
21.02.2008,6.9,-0.4,3.5,1.8,89.1,SSW,9.5,0,1020.1,0.0,0.0
20.02.2008,7.2,-1,2.5,0.2,84.7,WSW,9,0,1023.3,0.0,0.0
19.02.2008,7.3,1.4,3.9,1.3,84.7,WNW,22.5,0,1018.9,0.0,0.0
18.02.2008,2.5,-1.2,0.4,-0.4,93.8,W,23,46.8,1020.6,1.4,4.0
17.02.2008,-0.6,-9.8,-4.4,-8.9,70,W,20.3,54,1036.5,0.0,1.0
16.02.2008,-2.6,-7.9,-4.9,-9.6,72.8,NNW,21.6,54,1038,0.2,1.0
15.02.2008,0.4,-3.8,-1.8,-6,75.8,NW,22.5,50.4,1029.7,0.0,0.0
14.02.2008,2.8,0.1,1.8,-0.8,84.2,NW,19.4,0,1030.2,0.0,0.0
13.02.2008,3.5,0.8,1.8,-0.1,87.5,WNW,9.9,0,1034.6,0.0,0.0
12.02.2008,3.4,-3.3,-0.2,-2,86.7,E,6.3,0,1037.7,0.0,0.0
11.02.2008,2.8,-2.7,-0.3,-2.3,87.7,SSE,9.9,0,1038.5,0.0,0.0
10.02.2008,4.8,-0.4,1.3,0.4,93.4,SSE,6.3,0,1040.2,0.0,0.0
09.02.2008,3.7,-3.1,1,0.6,98.8,SSE,7.2,0,1040.7,0.0,0.0
08.02.2008,5,2.5,3.7,3.3,96.5,W,8.1,0,1036.2,2.0,0.0
07.02.2008,7.5,3,5.4,3.3,88,W,18.5,0,1022.9,8.0,0.0
06.02.2008,7.5,2.1,4.5,3.6,92,S,14,0,1016.1,3.0,0.0
05.02.2008,7.9,2.5,5.6,3.3,86.6,SSW,13.1,0,1018.1,0.0,0.0
04.02.2008,8.5,-1.9,2.1,-0.3,82.8,SE,16.7,0,1019.6,0.0,0.0
03.02.2008,5.4,-0.7,2.2,-1.1,81.5,SW,14.4,0,1024.6,0.0,0.0
02.02.2008,6.4,3,4.9,0.4,73.2,SW,20.3,36,1005.6,0.0,0.0
01.02.2008,5.9,-0.9,1.8,-1.3,78.8,S,20.7,46.8,1008,0.4,0.0
31.01.2008,4.4,0.1,3.1,1.1,89,W,15.3,0,1017.3,3.0,0.0
30.01.2008,7.7,2.2,4.5,2.5,88.1,SSW,12.2,0,1023,0.0,0.0
29.01.2008,4.6,-0.8,1.7,1.3,94.8,WSW,9.9,0,1027.5,0.6,0.0
28.01.2008,3.2,-0.8,1,-1.4,84.7,NW,18.9,79.3,1025.7,0.0,1.0
27.01.2008,7.5,0.2,3.7,-0.1,79.4,WNW,39.2,111.7,1007.1,5.0,0.0
26.01.2008,8,5.4,6.4,1.8,72.1,W,39.1,82.9,1016.5,0.4,0.0
25.01.2008,6.2,3.2,5,1.5,78.6,WSW,26.6,64.8,1024.4,4.0,0.0
24.01.2008,4.8,-0.5,1.3,-0.1,88.9,SSW,14,0,1026.7,0.0,0.0
23.01.2008,2.1,-0.6,0.4,-2,84.3,WNW,20.3,46.8,1024.2,0.0,0.0
22.01.2008,6.9,0.3,3.5,2.7,96.8,WNW,17.6,43.2,1000.8,23.0,0.0
21.01.2008,8,3,5.3,5.2,97.9,W,14.4,39.6,1007.3,16.0,0.0
20.01.2008,7.9,2.6,4.7,3.4,93.4,WSW,13.1,0,1017.2,2.0,0.0
19.01.2008,8.5,3.5,5.3,4.8,95,SSW,17.1,0,1015.5,6.0,0.0
18.01.2008,5.3,1,3.3,2.3,93.1,SSE,11.7,0,1016.3,0.7,0.0
17.01.2008,5.8,2.6,4,1.5,83.7,SE,13.1,0,1014.4,0.0,0.0
16.01.2008,6.2,-0.8,1.9,0.1,86.3,SSE,17.1,0,1009.8,0.0,0.0
15.01.2008,3.5,-2.2,0.4,-0.7,93.5,SSE,13.1,0,1016.5,0.0,0.0
14.01.2008,4.5,-4.5,-0.1,-0.6,95.1,SE,11.3,0,1021.5,0.0,0.0
13.01.2008,5.6,-2.2,2.8,0.9,88.7,WSW,9.5,0,1020.2,0.0,0.0
12.01.2008,7.9,-1,2.4,0.8,89.1,SE,12.6,0,1011.3,0.0,0.0
11.01.2008,6.9,0,2.1,0.4,89.7,S,13.5,0,1016.9,0.0,0.0
10.01.2008,5.9,0.4,2.2,0.7,89.6,SSW,13.5,0,1020,0.4,0.0
09.01.2008,4.5,-3.9,1.4,-0.3,89.8,SSE,13.1,0,1022.5,0.0,1.0
08.01.2008,3.6,0.2,1.7,1.3,97,SSW,11.3,0,1018.5,1.8,3.0
07.01.2008,0.6,-1,0,-0.2,98,S,10.4,0,1015.4,3.0,4.0
06.01.2008,-1,-5.4,-2.8,-4.5,86.2,SE,23.4,50.4,1015,2.0,0.0
05.01.2008,-5.4,-12.9,-9.9,-14.5,68.4,ESE,32.4,57.6,1028.9,0.0,0.0
04.01.2008,-7.1,-9.1,-8.2,-11.9,75.5,ESE,34.7,57.6,1035.1,0.0,1.0
03.01.2008,-6.8,-11.2,-9.4,-12.2,80.1,E,23.4,50.4,1032.7,0.0,1.0
02.01.2008,-1,-8.7,-4.2,-6.8,85.6,E,19.4,39.6,1031.9,0.2,1.0
01.01.2008,0.6,-1.3,-0.1,-0.5,97.9,E,7.2,0,1025.8,0.2,0.0
31.12.2007,1,-3.4,-0.1,-1.7,89.5,SSE,9.5,0,1022.6,0.0,0.0
30.12.2007,0.6,-4.9,-1.5,-4.3,80.5,S,9.9,0,1021.9,0.0,0.0
29.12.2007,1.2,-4.5,-0.9,-4.1,80.6,S,13.5,0,1024.7,0.0,0.0
28.12.2007,0.2,-3.8,-1.8,-2.4,94.3,SSW,13.5,0,1032.1,0.0,0.0
27.12.2007,-2.9,-10.9,-6.8,-6.9,97,SSE,5.9,0,1034.8,0.0,0.0
26.12.2007,-2,-8.1,-4.4,-5.6,93.7,SSE,13.1,0,1029.7,0.0,0.0
25.12.2007,-3.1,-5.4,-4.7,-5.5,93.3,SSW,6.8,0,1030.4,0.0,0.0
24.12.2007,-3.4,-5.3,-4.3,-5.2,94.5,WSW,7.2,0,1028.9,0.0,0.0
23.12.2007,-3.5,-8.5,-5.2,-5.2,98,SSW,5.4,0,1027.8,0.0,0.0
22.12.2007,-3.7,-7.4,-5.1,-5.7,97.9,S,6.8,0,1030,0.0,0.0
21.12.2007,-0.8,-3.8,-2.7,-3.2,98.3,W,12.2,0,1033.8,0.0,0.0
20.12.2007,-0.4,-1.2,-0.9,-1.7,94.1,WNW,20.3,0,1035.3,0.0,0.0
19.12.2007,1.9,-0.5,0.7,0.1,96.8,WNW,14.9,0,1037.5,0.0,0.0
18.12.2007,1.4,-1.3,0.3,-0.1,95.4,NW,13.1,0,1038.1,0.0,0.0
17.12.2007,-0.2,-1.4,-0.9,-3.4,84,N,9.9,0,1040.7,0.0,0.0
16.12.2007,-0.3,-4.9,-2.2,-3.3,91.6,NNW,10.4,0,1038.5,0.0,0.0
15.12.2007,-0.7,-1.9,-1.2,-3.2,86.3,NE,13.1,0,1039,0.0,0.0
14.12.2007,-0.2,-1.1,-0.7,-4,78.9,NNE,19.4,46.8,1033.7,0.0,0.0
13.12.2007,3.6,-2.8,0.2,-2.9,81,N,21.2,50.4,1032.7,0.2,0.0
12.12.2007,4.8,1.7,3,2.1,95.4,NE,13.5,0,1025.7,0.2,0.0
11.12.2007,6.1,3.5,5.1,4.9,97.8,E,11.7,0,1011.7,2.2,0.0
10.12.2007,3.5,1,2.8,2.4,96.3,ESE,10.8,0,1003.9,0.6,0.0
09.12.2007,4.3,-1.7,1.3,0.6,95.6,SSE,12.2,0,1004.4,0.0,0.0
08.12.2007,8.3,1.4,5.9,3.3,86.3,SSW,15.3,0,1004,0.2,0.0
07.12.2007,8.6,2.1,4.9,4.1,93.9,S,16.7,0,1002.7,3.0,0.0
06.12.2007,5.7,1.1,3.2,1.8,88.9,SSE,13.1,0,1016.4,0.0,0.0
05.12.2007,4.6,1.7,3.8,1.8,88.4,WSW,13.5,0,1019.8,0.0,0.0
04.12.2007,6.6,4.4,5.2,2.9,85.9,WSW,20.7,0,1000.4,0.2,0.0
03.12.2007,8,3.3,5.5,3.9,88.3,S,22.1,46.8,990.9,3.0,0.0
02.12.2007,7.5,3.2,5.1,4.1,92.9,SSW,14,0,1008.4,1.0,0.0
01.12.2007,5.2,2.4,3.4,2.8,95,SW,15.3,43.2,1007.4,3.0,0.0
30.11.2007,2.6,-0.4,0.7,-0.7,90.1,SW,15.3,0,1003.9,4.0,1.0
29.11.2007,1.8,-5.9,-1.9,-4.2,84.3,SSW,14,0,1014.9,0.0,1.0
28.11.2007,0.6,-2.4,-0.9,-2.4,90.5,W,18.9,0,1020.6,0.0,1.0
27.11.2007,1.9,0.1,0.8,-0.3,92.5,W,25.7,54,1009.4,3.0,0.0
26.11.2007,4.3,0.2,2.4,0.3,87.7,WSW,21.2,50.4,1004.1,1.4,0.0
25.11.2007,4.6,1.4,3,0.2,82,SW,14.9,0,1013.5,0.0,0.0
24.11.2007,6.4,2.6,4.6,3.2,90.6,W,14.9,0,1018.2,0.4,0.0
23.11.2007,10.3,-0.9,2.8,1.8,92.6,S,9,0,1012.6,0.0,0.0
22.11.2007,5.3,-5.1,0.4,-0.6,93.1,SSE,9.5,0,1015.3,0.0,0.0
21.11.2007,4.4,-3.3,-0.8,-1,97.5,ESE,8.6,0,1019.8,0.0,0.0
20.11.2007,0.1,-2.3,-1.2,-1.5,97.7,S,8.6,0,1023.8,0.0,0.0
19.11.2007,-0.1,-2.1,-1.2,-2.1,93.3,ESE,18,0,1023.5,0.0,0.0
18.11.2007,1.2,-1.4,-0.1,-0.7,97.1,ESE,12.6,0,1024,0.0,0.0
17.11.2007,1.8,-1.9,-0.1,-0.8,93.2,SW,10.8,0,1024.1,0.0,0.0
16.11.2007,-1.1,-4.8,-2.9,-3.4,96.2,NW,13.1,0,1022.9,0.0,0.0
15.11.2007,4.7,-2,-0.4,-1.2,93.1,NE,13.5,0,1017.6,0.0,0.0
14.11.2007,1.7,-0.5,0.7,0.1,95.6,SW,8.6,0,1003.5,2.0,1.0
13.11.2007,2.8,0.5,1.2,0.5,95.6,WSW,18,46.8,1001.5,1.0,0.0
12.11.2007,1.5,-0.4,0.5,-0.4,94.2,W,14.4,0,1002.2,1.0,0.0
11.11.2007,2.5,-0.7,0.6,-1.2,87.7,WSW,17.1,43.2,1000.6,0.0,0.0
10.11.2007,4.6,0.6,3.2,0.4,83.5,WSW,20.7,46.8,999.6,0.0,0.0
09.11.2007,7.4,3.9,5.3,4.3,94.2,SSW,15.8,61.2,1000.4,3.4,0.0
08.11.2007,6.7,0.7,4.9,4.1,93.2,W,17.6,0,1004,5.8,0.0
07.11.2007,4.6,0.3,2.8,2.1,93.6,SW,18,50.4,1009.3,5.0,0.0
06.11.2007,2.6,-3.9,-1.2,-3,86.8,SSE,14.9,0,1018.6,2.0,0.0
05.11.2007,4.9,-1.2,2.1,-2.3,75.4,NE,12.2,0,1028.7,0.0,0.0
04.11.2007,10,4.9,7.9,5.2,85.2,NW,17.6,0,1015.1,2.0,0.0
03.11.2007,10.5,-1.9,4.8,3.5,89.6,WSW,14,54,1021.1,0.2,0.0
02.11.2007,12.5,5.5,9.6,6.7,84.4,WNW,22.1,50.4,1023.6,0.6,0.0
01.11.2007,10.6,2.5,6.5,5.8,93.8,WSW,11.3,0,1026.9,0.0,0.0
31.10.2007,9.9,4.3,8.7,7,91.8,W,11.7,0,1021.7,3.0,0.0
30.10.2007,11.8,7.6,9.4,8.4,93.9,SSE,9.9,0,1016,0.0,0.0
29.10.2007,12.8,7.4,9.4,8,90.5,SE,9.5,0,1021.5,0.0,0.0
28.10.2007,10.8,7.7,9.4,8.5,95.5,ESE,9.5,0,1027.5,0.0,0.0
27.10.2007,13,4.3,9.1,7.9,90.2,ESE,14.7,0,1028.8,0.0,0.0
26.10.2007,11.8,5.4,8.1,6.9,90.1,ESE,12,0,1029.9,0.0,0.0
25.10.2007,9.7,6.1,7.7,5.8,87.9,NE,13.5,0,1025.2,0.0,0.0
24.10.2007,12.6,5.9,8.4,6.1,84.5,NE,18.9,0,1024,0.0,0.0
23.10.2007,7,4.8,5.6,3.4,84.8,NE,21.6,0,1025.4,0.0,0.0
22.10.2007,5.8,0.6,3.5,1.4,85.3,NE,13,0,1031.1,0.0,0.0
21.10.2007,6.4,-1.8,2.5,-2.1,74.5,NE,9.9,0,1029.4,0.0,0.0
20.10.2007,8.4,-0.6,4,2,88,NNW,14.4,0,1025.8,0.0,0.0
19.10.2007,7.4,1.8,4.8,4.2,97.1,WNW,16.2,0,1018.9,21.0,0.0
18.10.2007,12.6,5.3,9.7,7.2,86.7,WSW,13.1,46.8,1012.9,1.0,0.0
17.10.2007,17.8,5,10.9,7.7,86.4,SSW,8.8,0,1018.9,0.0,0.0
16.10.2007,16.5,0.1,7.9,5.3,83.7,SSW,9.9,0,1019.6,0.0,0.0
15.10.2007,14.9,-1.3,5.6,0.8,75.5,SSW,9,0,1023.4,0.0,0.0
14.10.2007,9.6,3.3,6.3,2.7,80.4,NW,14,0,1027.5,0.0,0.0
13.10.2007,10.6,3.6,6.6,2.8,79.2,NW,24.3,64.8,1020.2,1.0,0.0
12.10.2007,11,6.5,8.3,6.9,89.6,WSW,17.1,0,1014.1,3.6,0.0
11.10.2007,11.9,1.3,6,3.8,86.2,W,7.2,0,1025.6,0.0,0.0
10.10.2007,13.2,-0.9,6.5,3.3,84,SE,4.5,0,1027.2,0.0,0.0
09.10.2007,13.4,4.4,8.7,5.6,83.1,W,11.3,0,1024.3,0.0,0.0
08.10.2007,13.4,8.8,10.7,8.4,86.4,W,13.5,0,1019.7,0.0,0.0
07.10.2007,12.8,6.8,10.5,9.1,94.3,WNW,13.6,0,1020.1,0.8,0.0
06.10.2007,14.6,8.2,10.4,9.5,93,WNW,11.7,0,1021.5,5.2,0.0
05.10.2007,14.8,6.1,10.2,7.7,86.2,NNE,4.5,0,1020.9,0.0,0.0
04.10.2007,14.8,3.9,10.1,7.8,86.6,W,5,0,1022.3,0.0,0.0
03.10.2007,14.5,9.2,11.9,10.3,91.6,WNW,11.3,0,1021,1.0,0.0
02.10.2007,17.1,10.1,13.2,11.5,89.8,SSE,5.9,0,1022,1.0,0.0
01.10.2007,21.5,6.5,13.3,9.6,80.8,S,2.7,0,1027.2,0.0,0.0
30.09.2007,21.1,7.4,13.7,10,81.6,S,7.2,0,1024.1,0.0,0.0
29.09.2007,21,11.7,16.1,11.8,78.4,SE,15.3,0,1016.1,1.0,0.0
28.09.2007,22,13,16.2,14.2,89.1,E,14.9,0,1011.1,4.0,0.0
27.09.2007,19.7,10.2,14.1,11.5,84.4,ENE,13.1,36,1014.2,0.0,0.0
26.09.2007,15.2,6.8,11.8,10.6,94.1,SW,7.7,0,1014.2,0.0,0.0
25.09.2007,21.3,8,14.7,9.5,73.7,SE,17.1,0,1015.8,0.0,0.0
24.09.2007,21.5,8.6,14.5,10.6,79.8,SE,9,0,1023.6,0.0,0.0
23.09.2007,21.5,5.2,13.2,10.2,78.5,SW,3.6,0,1025.1,0.0,0.0
22.09.2007,20.8,4.8,12.1,7.4,75.4,S,10.8,36,1024.9,0.0,0.0
21.09.2007,18.4,2.8,11,6,73.8,S,11.3,0,1026.8,0.0,0.0
20.09.2007,15.8,1.6,8.9,4.7,77.9,SSW,9,0,1024.7,0.0,0.0
19.09.2007,15.2,7.9,11.3,7.2,79.3,W,23.9,54,1015.8,1.0,0.0
18.09.2007,25.7,10.8,16.5,13.8,86.8,SSW,12.6,43.2,1005.8,7.0,0.0
17.09.2007,23.2,4.2,13.6,9.5,77,SSW,11.7,39.6,1012.8,0.0,0.0
16.09.2007,16,7.2,10.7,6.2,73.9,WSW,18,0,1017.9,0.0,0.0
15.09.2007,14.9,9.4,12.6,7.4,72.4,W,22.5,64.8,1012,0.6,0.0
14.09.2007,18.6,5,12.3,7.9,76.8,SW,8.6,0,1019.2,0.0,0.0
13.09.2007,17.7,10,13.6,10.5,83,WNW,18,0,1019.1,0.0,0.0
12.09.2007,17.2,6.8,10.9,9.5,90.9,WNW,12.2,0,1017.7,0.0,0.0
11.09.2007,15.8,10.2,12.5,10.6,89,W,12.2,0,1009.3,4.0,0.0
10.09.2007,15.8,11.3,13.5,12,91.8,W,13.6,39.6,1007.5,8.0,0.0
09.09.2007,16.1,12.1,13.6,12.7,94.7,W,14.9,39.6,1004.3,11.0,0.0
08.09.2007,18.9,9.3,14.6,10.4,78,NW,14.9,0,1013,0.0,0.0
07.09.2007,19.9,11.9,15.6,11.1,77.3,N,18.5,39.6,1013.1,0.0,0.0
06.09.2007,21.4,12.8,15.7,13.8,86.2,NNE,19.4,46.8,1014.2,3.0,0.0
05.09.2007,12.9,9.3,10.4,9.5,93.2,NNE,17.1,50.4,1015.4,15.0,0.0
04.09.2007,14.6,10,12,9.2,86.1,W,10.8,0,1010.8,0.8,0.0
03.09.2007,21.2,11.5,15.6,11.7,79.7,SW,16.8,39.6,1008.1,1.0,0.0
02.09.2007,19.7,11,14.9,11.8,82.3,WSW,11.7,0,1016.2,0.0,0.0
01.09.2007,18.3,12,14.4,11.7,84.4,WSW,16.2,39.6,1011.9,0.4,0.0
31.08.2007,17.4,9.7,13.5,9.8,78.8,WSW,14,0,1011.9,1.0,0.0
30.08.2007,17.8,4.6,12.3,6.3,69.5,WSW,10.4,0,1014.6,0.0,0.0
29.08.2007,18.3,5.3,12.4,5.8,67.4,WNW,9,0,1016.2,0.0,0.0
28.08.2007,19,11.4,14.3,8.3,69.6,W,16.7,43.2,1014.9,0.0,0.0
27.08.2007,20.5,12.7,16.8,10.9,71.2,W,14.9,43.2,1018,0.0,0.0
26.08.2007,23,16.1,19.4,14.6,75.3,W,13.5,46.8,1020.5,0.0,0.0
25.08.2007,25.3,15.2,20.6,16.1,77.2,W,12.4,43.2,1023.3,0.0,0.0
24.08.2007,27.1,19.5,23.6,18.9,77.5,WSW,13.5,50.4,1016.9,2.0,0.0
23.08.2007,30.6,17.4,24.7,18.7,69.7,SSE,10.4,0,1014.2,0.0,0.0
22.08.2007,30.1,13.6,20.7,16.4,80.1,E,9,61.2,1012.7,9.0,0.0
21.08.2007,26.7,17.6,21.6,17.8,79.9,ESE,15.3,0,1008.5,0.8,0.0
20.08.2007,24.7,14.2,18.9,16.1,83.2,E,15.3,0,1011.3,0.0,0.0
19.08.2007,23.8,12.2,18.4,13.1,70.6,E,12.8,0,1017.1,0.0,0.0
18.08.2007,24.3,14.8,18.9,12.2,69.2,WNW,7.6,0,1018.2,0.4,0.0
17.08.2007,26.9,16.8,20.1,15.2,78.6,NW,15.3,54,1015.6,3.2,0.0
16.08.2007,31.8,15.2,23.6,17.2,69.4,SSE,10.8,0,1008.5,0.0,0.0
15.08.2007,27.4,12.5,20.4,14.9,73.8,SW,6.3,0,1011.3,0.0,0.0
14.08.2007,24.4,17.1,19.9,16.8,84.3,WNW,15.8,0,1010.4,4.0,0.0
13.08.2007,22.2,15.1,18.5,17.3,92,WNW,9.9,0,1007.7,0.0,0.0
12.08.2007,26.7,16.4,20.3,18.3,90.2,SE,11.3,79.3,1007.3,22.0,0.0
11.08.2007,26.5,18.4,20.3,19.1,91.2,SE,7.9,0,1008,4.0,0.0
10.08.2007,24.6,18.9,20.6,19.2,92.5,E,15.8,54,1009.2,13.0,0.0
09.08.2007,24.5,17.4,20.5,18.9,91.1,ENE,9,0,1010.9,0.0,0.0
08.08.2007,27.9,15.8,21.9,16.4,73.6,E,13.1,50.4,1011.7,0.0,0.0
07.08.2007,27.7,15.6,22.4,15.2,64.3,ENE,14,0,1012.8,0.0,0.0
06.08.2007,25.7,16.6,20.5,15.7,74.7,NE,7.2,0,1017.1,0.0,0.0
05.08.2007,20.7,15.1,17.5,14.3,81.7,N,8.6,0,1021.6,0.0,0.0
04.08.2007,19.5,13.9,16.7,13,79.3,WNW,16.7,0,1019.1,0.2,0.0
03.08.2007,21.2,14.7,18.2,13.6,75.3,WSW,14,0,1013.6,0.2,0.0
02.08.2007,24.3,7.4,16,9.5,68.5,SE,9.5,0,1017.3,0.0,0.0
01.08.2007,19.8,12.7,15.6,9.9,70.2,W,13.1,0,1017.8,0.0,0.0
31.07.2007,17.6,10.8,14,9.7,75.9,WSW,18.5,43.2,1012.3,0.0,0.0
30.07.2007,18.3,12.9,15.7,12.3,82.7,WSW,18,61.2,1005.6,3.0,0.0
29.07.2007,21.1,15.7,17.7,14.1,81,W,13.1,0,1010.5,4.0,0.0
28.07.2007,25.3,12.1,19,13.2,73.3,WSW,8.6,0,1012.9,3.0,0.0
27.07.2007,27.6,14.7,20.7,14.5,69.5,SSW,11.7,61.2,1011,12.0,0.0
26.07.2007,24.5,13.3,18.2,12.9,72,W,16.7,57.6,1013.2,0.0,0.0
25.07.2007,20.1,14.2,16.8,13.1,80.2,W,23,64.8,1004.3,3.0,0.0
24.07.2007,25.1,16.3,19.7,15.5,77.9,SSW,16.7,61.2,1002.3,0.4,0.0
23.07.2007,25.5,15.6,20,12.7,65.6,WSW,12.2,61.2,1009.4,0.0,0.0
22.07.2007,29.2,17.6,22,16.8,73.6,ESE,18,82.9,1009.4,9.0,0.0
21.07.2007,26,17.3,21.9,18.6,83.4,NNE,12.6,39.6,1013.8,6.0,0.0
20.07.2007,30.4,17.6,23,15.9,67,NE,12.2,32.4,1016.4,0.0,0.0
19.07.2007,30,17,22.7,15.4,68.4,WNW,7.2,0,1018.1,0.0,0.0
18.07.2007,30.4,19.1,23,16.4,70.5,N,13.1,43.2,1017.3,0.8,0.0
17.07.2007,35.7,17.8,27.6,16.2,55.7,S,9.9,0,1013.8,0.0,0.0
16.07.2007,35,17,26.8,17.1,61.8,S,10.4,0,1016.6,0.0,0.0
15.07.2007,31.8,13,23.2,16.7,69.5,WSW,10.8,0,1017.8,0.0,0.0
14.07.2007,25.4,14.6,19.1,15.7,80.4,W,12.2,0,1016.5,0.0,0.0
13.07.2007,20.5,13,16.1,13.3,82.7,WSW,15.8,39.6,1014.1,0.2,0.0
12.07.2007,19.6,8.7,14.7,11.1,81.8,W,11.7,28.8,1011.6,0.0,0.0
11.07.2007,19.1,11.3,14,11.3,83.8,W,9,0,1010.1,0.0,0.0
